Node;GeneratorType;Period;genInstalledCap_MW;;;;
BosniaH;Liginiteexisting;2020-2025;1473;;;;
BosniaH;Liginiteexisting;2025-2030;906.4615385;;;;
BosniaH;Liginiteexisting;2030-2035;609.0288462;;;;
BosniaH;Liginiteexisting;2035-2040;424.9038462;;;;
BosniaH;Liginiteexisting;2040-2045;294.6;;;;
BosniaH;Liginiteexisting;2045-2050;73.65;;;;
BosniaH;Liginiteexisting;2050-2055;0;;;;
BosniaH;Liginiteexisting;2055-2060;0;;;;
Bulgaria;Liginiteexisting;2020-2025;4185;;;;
Bulgaria;Liginiteexisting;2025-2030;2575.384615;;;;
Bulgaria;Liginiteexisting;2030-2035;1730.336538;;;;
Bulgaria;Liginiteexisting;2035-2040;1207.211538;;;;
Bulgaria;Liginiteexisting;2040-2045;837;;;;
Bulgaria;Liginiteexisting;2045-2050;209.25;;;;
Bulgaria;Liginiteexisting;2050-2055;0;;;;
Bulgaria;Liginiteexisting;2055-2060;0;;;;
CzechR;Liginiteexisting;2020-2025;5493.6;;;;
CzechR;Liginiteexisting;2025-2030;3380.676923;;;;
CzechR;Liginiteexisting;2030-2035;2271.392308;;;;
CzechR;Liginiteexisting;2035-2040;1584.692308;;;;
CzechR;Liginiteexisting;2040-2045;1098.72;;;;
CzechR;Liginiteexisting;2045-2050;274.68;;;;
CzechR;Liginiteexisting;2050-2055;0;;;;
CzechR;Liginiteexisting;2055-2060;0;;;;
Germany;Liginiteexisting;2020-2025;13908;;;;
Germany;Liginiteexisting;2025-2030;8558.769231;;;;
Germany;Liginiteexisting;2030-2035;5750.423077;;;;
Germany;Liginiteexisting;2035-2040;4011.923077;;;;
Germany;Liginiteexisting;2040-2045;2781.6;;;;
Germany;Liginiteexisting;2045-2050;695.4;;;;
Germany;Liginiteexisting;2050-2055;0;;;;
Germany;Liginiteexisting;2055-2060;0;;;;
Estonia;Liginiteexisting;2020-2025;0;;;;
Estonia;Liginiteexisting;2025-2030;0;;;;
Estonia;Liginiteexisting;2030-2035;0;;;;
Estonia;Liginiteexisting;2035-2040;0;;;;
Estonia;Liginiteexisting;2040-2045;0;;;;
Estonia;Liginiteexisting;2045-2050;0;;;;
Estonia;Liginiteexisting;2050-2055;0;;;;
Estonia;Liginiteexisting;2055-2060;0;;;;
Greece;Liginiteexisting;2020-2025;1220;;;;
Greece;Liginiteexisting;2025-2030;750.7692308;;;;
Greece;Liginiteexisting;2030-2035;504.4230769;;;;
Greece;Liginiteexisting;2035-2040;351.9230769;;;;
Greece;Liginiteexisting;2040-2045;244;;;;
Greece;Liginiteexisting;2045-2050;61;;;;
Greece;Liginiteexisting;2050-2055;0;;;;
Greece;Liginiteexisting;2055-2060;0;;;;
Hungary;Liginiteexisting;2020-2025;884;;;;
Hungary;Liginiteexisting;2025-2030;544;;;;
Hungary;Liginiteexisting;2030-2035;365.5;;;;
Hungary;Liginiteexisting;2035-2040;255;;;;
Hungary;Liginiteexisting;2040-2045;176.8;;;;
Hungary;Liginiteexisting;2045-2050;44.2;;;;
Hungary;Liginiteexisting;2050-2055;0;;;;
Hungary;Liginiteexisting;2055-2060;0;;;;
Ireland;Liginiteexisting;2020-2025;0;;;;
Ireland;Liginiteexisting;2025-2030;0;;;;
Ireland;Liginiteexisting;2030-2035;0;;;;
Ireland;Liginiteexisting;2035-2040;0;;;;
Ireland;Liginiteexisting;2040-2045;0;;;;
Ireland;Liginiteexisting;2045-2050;0;;;;
Ireland;Liginiteexisting;2050-2055;0;;;;
Ireland;Liginiteexisting;2055-2060;0;;;;
Macedonia;Liginiteexisting;2020-2025;800;;;;
Macedonia;Liginiteexisting;2025-2030;492.3076923;;;;
Macedonia;Liginiteexisting;2030-2035;330.7692308;;;;
Macedonia;Liginiteexisting;2035-2040;230.7692308;;;;
Macedonia;Liginiteexisting;2040-2045;160;;;;
Macedonia;Liginiteexisting;2045-2050;40;;;;
Macedonia;Liginiteexisting;2050-2055;0;;;;
Macedonia;Liginiteexisting;2055-2060;0;;;;
Poland;Liginiteexisting;2020-2025;6720;;;;
Poland;Liginiteexisting;2025-2030;4135.384615;;;;
Poland;Liginiteexisting;2030-2035;2778.461538;;;;
Poland;Liginiteexisting;2035-2040;1938.461538;;;;
Poland;Liginiteexisting;2040-2045;1344;;;;
Poland;Liginiteexisting;2045-2050;336;;;;
Poland;Liginiteexisting;2050-2055;0;;;;
Poland;Liginiteexisting;2055-2060;0;;;;
Romania;Liginiteexisting;2020-2025;2745;;;;
Romania;Liginiteexisting;2025-2030;1689.230769;;;;
Romania;Liginiteexisting;2030-2035;1134.951923;;;;
Romania;Liginiteexisting;2035-2040;791.8269231;;;;
Romania;Liginiteexisting;2040-2045;549;;;;
Romania;Liginiteexisting;2045-2050;137.25;;;;
Romania;Liginiteexisting;2050-2055;0;;;;
Romania;Liginiteexisting;2055-2060;0;;;;
Serbia;Liginiteexisting;2020-2025;4405;;;;
Serbia;Liginiteexisting;2025-2030;2710.769231;;;;
Serbia;Liginiteexisting;2030-2035;1821.298077;;;;
Serbia;Liginiteexisting;2035-2040;1270.673077;;;;
Serbia;Liginiteexisting;2040-2045;881;;;;
Serbia;Liginiteexisting;2045-2050;220.25;;;;
Serbia;Liginiteexisting;2050-2055;0;;;;
Serbia;Liginiteexisting;2055-2060;0;;;;
Slovenia;Liginiteexisting;2020-2025;945;;;;
Slovenia;Liginiteexisting;2025-2030;581.5384615;;;;
Slovenia;Liginiteexisting;2030-2035;390.7211538;;;;
Slovenia;Liginiteexisting;2035-2040;272.5961538;;;;
Slovenia;Liginiteexisting;2040-2045;189;;;;
Slovenia;Liginiteexisting;2045-2050;47.25;;;;
Slovenia;Liginiteexisting;2050-2055;0;;;;
Slovenia;Liginiteexisting;2055-2060;0;;;;
Slovakia;Liginiteexisting;2020-2025;220;;;;
Slovakia;Liginiteexisting;2025-2030;135.3846154;;;;
Slovakia;Liginiteexisting;2030-2035;90.96153846;;;;
Slovakia;Liginiteexisting;2035-2040;63.46153846;;;;
Slovakia;Liginiteexisting;2040-2045;44;;;;
Slovakia;Liginiteexisting;2045-2050;11;;;;
Slovakia;Liginiteexisting;2050-2055;0;;;;
Slovakia;Liginiteexisting;2055-2060;0;;;;
BosniaH;Lignite;2020-2025;0.023671779;;;;
BosniaH;Lignite;2025-2030;0.023716724;;;;
BosniaH;Lignite;2030-2035;0.023720075;;;;
BosniaH;Lignite;2035-2040;0.02372235;;;;
BosniaH;Lignite;2040-2045;0.023724651;;;;
BosniaH;Lignite;2045-2050;0.023727455;;;;
BosniaH;Lignite;2050-2055;0.023731461;;;;
BosniaH;Lignite;2055-2060;0.023736457;;;;
Bulgaria;Lignite;2020-2025;0.000553821;;;;
Bulgaria;Lignite;2025-2030;0.005541131;;;;
Bulgaria;Lignite;2030-2035;0.005542545;;;;
Bulgaria;Lignite;2035-2040;0.005544095;;;;
Bulgaria;Lignite;2040-2045;0.005545098;;;;
Bulgaria;Lignite;2045-2050;0.005546121;;;;
Bulgaria;Lignite;2050-2055;0.005547208;;;;
Bulgaria;Lignite;2055-2060;0.005548086;;;;
CzechR;Lignite;2020-2025;0.028034919;;;;
CzechR;Lignite;2025-2030;0.028079465;;;;
CzechR;Lignite;2030-2035;0.028081965;;;;
CzechR;Lignite;2035-2040;0.028083719;;;;
CzechR;Lignite;2040-2045;0.028084849;;;;
CzechR;Lignite;2045-2050;0.0280873;;;;
CzechR;Lignite;2050-2055;0.028091617;;;;
CzechR;Lignite;2055-2060;0.028094642;;;;
Germany;Lignite;2020-2025;16492.58572;;;;
Germany;Lignite;2025-2030;18664.29176;;;;
Germany;Lignite;2030-2035;18664.29177;;;;
Germany;Lignite;2035-2040;18664.29177;;;;
Germany;Lignite;2040-2045;18664.29177;;;;
Germany;Lignite;2045-2050;18664.29177;;;;
Germany;Lignite;2050-2055;18664.29178;;;;
Germany;Lignite;2055-2060;18664.29178;;;;
Estonia;Lignite;2020-2025;0;;;;
Estonia;Lignite;2025-2030;0;;;;
Estonia;Lignite;2030-2035;0;;;;
Estonia;Lignite;2035-2040;0;;;;
Estonia;Lignite;2040-2045;0;;;;
Estonia;Lignite;2045-2050;0;;;;
Estonia;Lignite;2050-2055;0;;;;
Estonia;Lignite;2055-2060;0;;;;
Greece;Lignite;2020-2025;0;;;;
Greece;Lignite;2025-2030;0;;;;
Greece;Lignite;2030-2035;0;;;;
Greece;Lignite;2035-2040;0;;;;
Greece;Lignite;2040-2045;0;;;;
Greece;Lignite;2045-2050;0;;;;
Greece;Lignite;2050-2055;0;;;;
Greece;Lignite;2055-2060;0;;;;
Hungary;Lignite;2020-2025;3382.977376;;;;
Hungary;Lignite;2025-2030;3382.977387;;;;
Hungary;Lignite;2030-2035;3382.97739;;;;
Hungary;Lignite;2035-2040;3382.977394;;;;
Hungary;Lignite;2040-2045;3382.977396;;;;
Hungary;Lignite;2045-2050;3382.977397;;;;
Hungary;Lignite;2050-2055;3382.977399;;;;
Hungary;Lignite;2055-2060;3382.9774;;;;
Ireland;Lignite;2020-2025;2799.649773;;;;
Ireland;Lignite;2025-2030;2799.649783;;;;
Ireland;Lignite;2030-2035;2799.649785;;;;
Ireland;Lignite;2035-2040;2799.649787;;;;
Ireland;Lignite;2040-2045;2799.649788;;;;
Ireland;Lignite;2045-2050;2799.64979;;;;
Ireland;Lignite;2050-2055;2799.649792;;;;
Ireland;Lignite;2055-2060;2799.649794;;;;
Macedonia;Lignite;2020-2025;0;;;;
Macedonia;Lignite;2025-2030;0;;;;
Macedonia;Lignite;2030-2035;0;;;;
Macedonia;Lignite;2035-2040;0;;;;
Macedonia;Lignite;2040-2045;0;;;;
Macedonia;Lignite;2045-2050;0;;;;
Macedonia;Lignite;2050-2055;0;;;;
Macedonia;Lignite;2055-2060;0;;;;
Poland;Lignite;2020-2025;0.000909269;;;;
Poland;Lignite;2025-2030;0.010095561;;;;
Poland;Lignite;2030-2035;0.010095614;;;;
Poland;Lignite;2035-2040;0.010106356;;;;
Poland;Lignite;2040-2045;0.010108245;;;;
Poland;Lignite;2045-2050;0.01011414;;;;
Poland;Lignite;2050-2055;0.010120177;;;;
Poland;Lignite;2055-2060;0.010125844;;;;
Romania;Lignite;2020-2025;1.625112949;;;;
Romania;Lignite;2025-2030;1.625222825;;;;
Romania;Lignite;2030-2035;1.625223567;;;;
Romania;Lignite;2035-2040;1.625244144;;;;
Romania;Lignite;2040-2045;1.625252007;;;;
Romania;Lignite;2045-2050;1.625258049;;;;
Romania;Lignite;2050-2055;1.625264772;;;;
Romania;Lignite;2055-2060;1.625270601;;;;
Serbia;Lignite;2020-2025;0;;;;
Serbia;Lignite;2025-2030;0;;;;
Serbia;Lignite;2030-2035;0;;;;
Serbia;Lignite;2035-2040;0;;;;
Serbia;Lignite;2040-2045;0;;;;
Serbia;Lignite;2045-2050;0;;;;
Serbia;Lignite;2050-2055;0;;;;
Serbia;Lignite;2055-2060;0;;;;
Slovenia;Lignite;2020-2025;1518.575403;;;;
Slovenia;Lignite;2025-2030;1518.575426;;;;
Slovenia;Lignite;2030-2035;1518.57543;;;;
Slovenia;Lignite;2035-2040;1518.575432;;;;
Slovenia;Lignite;2040-2045;1518.575435;;;;
Slovenia;Lignite;2045-2050;1518.575438;;;;
Slovenia;Lignite;2050-2055;1518.575443;;;;
Slovenia;Lignite;2055-2060;1518.575448;;;;
Slovakia;Lignite;2020-2025;475.886754;;;;
Slovakia;Lignite;2025-2030;475.8867663;;;;
Slovakia;Lignite;2030-2035;475.8867681;;;;
Slovakia;Lignite;2035-2040;475.8867697;;;;
Slovakia;Lignite;2040-2045;475.8867707;;;;
Slovakia;Lignite;2045-2050;475.8867719;;;;
Slovakia;Lignite;2050-2055;475.8867737;;;;
Slovakia;Lignite;2055-2060;475.886775;;;;
BosniaH;LigniteCCSadv;2020-2025;0.000276217;;;;
BosniaH;LigniteCCSadv;2025-2030;0.002572973;;;;
BosniaH;LigniteCCSadv;2030-2035;351.1497799;;;;
BosniaH;LigniteCCSadv;2035-2040;351.1498351;;;;
BosniaH;LigniteCCSadv;2040-2045;351.1498375;;;;
BosniaH;LigniteCCSadv;2045-2050;351.1498388;;;;
BosniaH;LigniteCCSadv;2050-2055;351.1498407;;;;
BosniaH;LigniteCCSadv;2055-2060;351.1498417;;;;
Bulgaria;LigniteCCSadv;2020-2025;0.000200063;;;;
Bulgaria;LigniteCCSadv;2025-2030;0.00094632;;;;
Bulgaria;LigniteCCSadv;2030-2035;1664.932316;;;;
Bulgaria;LigniteCCSadv;2035-2040;3445.680821;;;;
Bulgaria;LigniteCCSadv;2040-2045;3445.680815;;;;
Bulgaria;LigniteCCSadv;2045-2050;3445.680812;;;;
Bulgaria;LigniteCCSadv;2050-2055;3445.680815;;;;
Bulgaria;LigniteCCSadv;2055-2060;3445.68082;;;;
CzechR;LigniteCCSadv;2020-2025;0.000271497;;;;
CzechR;LigniteCCSadv;2025-2030;0.003805391;;;;
CzechR;LigniteCCSadv;2030-2035;1951.372295;;;;
CzechR;LigniteCCSadv;2035-2040;1951.372336;;;;
CzechR;LigniteCCSadv;2040-2045;1951.372336;;;;
CzechR;LigniteCCSadv;2045-2050;1951.372341;;;;
CzechR;LigniteCCSadv;2050-2055;1951.372358;;;;
CzechR;LigniteCCSadv;2055-2060;1951.37235;;;;
Germany;LigniteCCSadv;2020-2025;0.000270021;;;;
Germany;LigniteCCSadv;2025-2030;46933.97808;;;;
Germany;LigniteCCSadv;2030-2035;67097.32673;;;;
Germany;LigniteCCSadv;2035-2040;67097.32673;;;;
Germany;LigniteCCSadv;2040-2045;67097.32672;;;;
Germany;LigniteCCSadv;2045-2050;67097.32675;;;;
Germany;LigniteCCSadv;2050-2055;67097.32673;;;;
Germany;LigniteCCSadv;2055-2060;67097.32673;;;;
Estonia;LigniteCCSadv;2020-2025;0;;;;
Estonia;LigniteCCSadv;2025-2030;0;;;;
Estonia;LigniteCCSadv;2030-2035;0;;;;
Estonia;LigniteCCSadv;2035-2040;0;;;;
Estonia;LigniteCCSadv;2040-2045;0;;;;
Estonia;LigniteCCSadv;2045-2050;0;;;;
Estonia;LigniteCCSadv;2050-2055;0;;;;
Estonia;LigniteCCSadv;2055-2060;0;;;;
Greece;LigniteCCSadv;2020-2025;0;;;;
Greece;LigniteCCSadv;2025-2030;0;;;;
Greece;LigniteCCSadv;2030-2035;0;;;;
Greece;LigniteCCSadv;2035-2040;0;;;;
Greece;LigniteCCSadv;2040-2045;0;;;;
Greece;LigniteCCSadv;2045-2050;0;;;;
Greece;LigniteCCSadv;2050-2055;0;;;;
Greece;LigniteCCSadv;2055-2060;0;;;;
Hungary;LigniteCCSadv;2020-2025;0.000313642;;;;
Hungary;LigniteCCSadv;2025-2030;0.001657728;;;;
Hungary;LigniteCCSadv;2030-2035;465.3163158;;;;
Hungary;LigniteCCSadv;2035-2040;3545.97355;;;;
Hungary;LigniteCCSadv;2040-2045;3545.973554;;;;
Hungary;LigniteCCSadv;2045-2050;3545.973557;;;;
Hungary;LigniteCCSadv;2050-2055;3545.973562;;;;
Hungary;LigniteCCSadv;2055-2060;3545.973562;;;;
Ireland;LigniteCCSadv;2020-2025;0.000318692;;;;
Ireland;LigniteCCSadv;2025-2030;0.01725809;;;;
Ireland;LigniteCCSadv;2030-2035;897.6522951;;;;
Ireland;LigniteCCSadv;2035-2040;4921.382235;;;;
Ireland;LigniteCCSadv;2040-2045;4921.382237;;;;
Ireland;LigniteCCSadv;2045-2050;4921.382241;;;;
Ireland;LigniteCCSadv;2050-2055;4921.382241;;;;
Ireland;LigniteCCSadv;2055-2060;4921.382241;;;;
Macedonia;LigniteCCSadv;2020-2025;0;;;;
Macedonia;LigniteCCSadv;2025-2030;0;;;;
Macedonia;LigniteCCSadv;2030-2035;0;;;;
Macedonia;LigniteCCSadv;2035-2040;0;;;;
Macedonia;LigniteCCSadv;2040-2045;0;;;;
Macedonia;LigniteCCSadv;2045-2050;0;;;;
Macedonia;LigniteCCSadv;2050-2055;0;;;;
Macedonia;LigniteCCSadv;2055-2060;0;;;;
Poland;LigniteCCSadv;2020-2025;0.000217403;;;;
Poland;LigniteCCSadv;2025-2030;0.002072141;;;;
Poland;LigniteCCSadv;2030-2035;6886.720204;;;;
Poland;LigniteCCSadv;2035-2040;6886.720217;;;;
Poland;LigniteCCSadv;2040-2045;6886.720219;;;;
Poland;LigniteCCSadv;2045-2050;6886.720221;;;;
Poland;LigniteCCSadv;2050-2055;6886.720225;;;;
Poland;LigniteCCSadv;2055-2060;6886.720231;;;;
Romania;LigniteCCSadv;2020-2025;0.000319791;;;;
Romania;LigniteCCSadv;2025-2030;0.001214201;;;;
Romania;LigniteCCSadv;2030-2035;1705.60947;;;;
Romania;LigniteCCSadv;2035-2040;2805.190012;;;;
Romania;LigniteCCSadv;2040-2045;2805.190006;;;;
Romania;LigniteCCSadv;2045-2050;2805.19001;;;;
Romania;LigniteCCSadv;2050-2055;2805.190013;;;;
Romania;LigniteCCSadv;2055-2060;2805.19002;;;;
Serbia;LigniteCCSadv;2020-2025;0;;;;
Serbia;LigniteCCSadv;2025-2030;0;;;;
Serbia;LigniteCCSadv;2030-2035;0;;;;
Serbia;LigniteCCSadv;2035-2040;0;;;;
Serbia;LigniteCCSadv;2040-2045;0;;;;
Serbia;LigniteCCSadv;2045-2050;0;;;;
Serbia;LigniteCCSadv;2050-2055;0;;;;
Serbia;LigniteCCSadv;2055-2060;0;;;;
Slovenia;LigniteCCSadv;2020-2025;0.000293738;;;;
Slovenia;LigniteCCSadv;2025-2030;0.002593162;;;;
Slovenia;LigniteCCSadv;2030-2035;1067.296907;;;;
Slovenia;LigniteCCSadv;2035-2040;1478.31787;;;;
Slovenia;LigniteCCSadv;2040-2045;1478.317869;;;;
Slovenia;LigniteCCSadv;2045-2050;1478.317877;;;;
Slovenia;LigniteCCSadv;2050-2055;1478.31788;;;;
Slovenia;LigniteCCSadv;2055-2060;1478.317885;;;;
Slovakia;LigniteCCSadv;2020-2025;0.000281741;;;;
Slovakia;LigniteCCSadv;2025-2030;875.5424079;;;;
Slovakia;LigniteCCSadv;2030-2035;3415.999359;;;;
Slovakia;LigniteCCSadv;2035-2040;5708.673718;;;;
Slovakia;LigniteCCSadv;2040-2045;5708.673718;;;;
Slovakia;LigniteCCSadv;2045-2050;5708.673719;;;;
Slovakia;LigniteCCSadv;2050-2055;5708.673722;;;;
Slovakia;LigniteCCSadv;2055-2060;5708.673722;;;;
Austria;Coalexisting;2020-2025;150;;;;
Austria;Coalexisting;2025-2030;92.30769231;;;;
Austria;Coalexisting;2030-2035;62.01923077;;;;
Austria;Coalexisting;2035-2040;43.26923077;;;;
Austria;Coalexisting;2040-2045;30;;;;
Austria;Coalexisting;2045-2050;7.5;;;;
Austria;Coalexisting;2050-2055;0;;;;
Austria;Coalexisting;2055-2060;0;;;;
BosniaH;Coalexisting;2020-2025;0;;;;
BosniaH;Coalexisting;2025-2030;0;;;;
BosniaH;Coalexisting;2030-2035;0;;;;
BosniaH;Coalexisting;2035-2040;0;;;;
BosniaH;Coalexisting;2040-2045;0;;;;
BosniaH;Coalexisting;2045-2050;0;;;;
BosniaH;Coalexisting;2050-2055;0;;;;
BosniaH;Coalexisting;2055-2060;0;;;;
Bulgaria;Coalexisting;2020-2025;524;;;;
Bulgaria;Coalexisting;2025-2030;322.4615385;;;;
Bulgaria;Coalexisting;2030-2035;216.6538462;;;;
Bulgaria;Coalexisting;2035-2040;151.1538462;;;;
Bulgaria;Coalexisting;2040-2045;104.8;;;;
Bulgaria;Coalexisting;2045-2050;26.2;;;;
Bulgaria;Coalexisting;2050-2055;0;;;;
Bulgaria;Coalexisting;2055-2060;0;;;;
CzechR;Coalexisting;2020-2025;1197;;;;
CzechR;Coalexisting;2025-2030;736.6153846;;;;
CzechR;Coalexisting;2030-2035;494.9134615;;;;
CzechR;Coalexisting;2035-2040;345.2884615;;;;
CzechR;Coalexisting;2040-2045;239.4;;;;
CzechR;Coalexisting;2045-2050;59.85;;;;
CzechR;Coalexisting;2050-2055;0;;;;
CzechR;Coalexisting;2055-2060;0;;;;
Germany;Coalexisting;2020-2025;16411.5;;;;
Germany;Coalexisting;2025-2030;10099.38462;;;;
Germany;Coalexisting;2030-2035;6785.524038;;;;
Germany;Coalexisting;2035-2040;4734.086538;;;;
Germany;Coalexisting;2040-2045;3282.3;;;;
Germany;Coalexisting;2045-2050;820.575;;;;
Germany;Coalexisting;2050-2055;0;;;;
Germany;Coalexisting;2055-2060;0;;;;
Denmark;Coalexisting;2020-2025;773;;;;
Denmark;Coalexisting;2025-2030;475.6923077;;;;
Denmark;Coalexisting;2030-2035;319.6057692;;;;
Denmark;Coalexisting;2035-2040;222.9807692;;;;
Denmark;Coalexisting;2040-2045;154.6;;;;
Denmark;Coalexisting;2045-2050;38.65;;;;
Denmark;Coalexisting;2050-2055;0;;;;
Denmark;Coalexisting;2055-2060;0;;;;
Spain;Coalexisting;2020-2025;2319.1;;;;
Spain;Coalexisting;2025-2030;1427.138462;;;;
Spain;Coalexisting;2030-2035;958.8586538;;;;
Spain;Coalexisting;2035-2040;668.9711538;;;;
Spain;Coalexisting;2040-2045;463.82;;;;
Spain;Coalexisting;2045-2050;115.955;;;;
Spain;Coalexisting;2050-2055;0;;;;
Spain;Coalexisting;2055-2060;0;;;;
Finland;Coalexisting;2020-2025;854.2;;;;
Finland;Coalexisting;2025-2030;525.6615385;;;;
Finland;Coalexisting;2030-2035;353.1788462;;;;
Finland;Coalexisting;2035-2040;246.4038462;;;;
Finland;Coalexisting;2040-2045;170.84;;;;
Finland;Coalexisting;2045-2050;42.71;;;;
Finland;Coalexisting;2050-2055;0;;;;
Finland;Coalexisting;2055-2060;0;;;;
France;Coalexisting;2020-2025;1860;;;;
France;Coalexisting;2025-2030;1144.615385;;;;
France;Coalexisting;2030-2035;769.0384615;;;;
France;Coalexisting;2035-2040;536.5384615;;;;
France;Coalexisting;2040-2045;372;;;;
France;Coalexisting;2045-2050;93;;;;
France;Coalexisting;2050-2055;0;;;;
France;Coalexisting;2055-2060;0;;;;
GreatBrit.;Coalexisting;2020-2025;1491;;;;
GreatBrit.;Coalexisting;2025-2030;917.5384615;;;;
GreatBrit.;Coalexisting;2030-2035;616.4711538;;;;
GreatBrit.;Coalexisting;2035-2040;430.0961538;;;;
GreatBrit.;Coalexisting;2040-2045;298.2;;;;
GreatBrit.;Coalexisting;2045-2050;74.55;;;;
GreatBrit.;Coalexisting;2050-2055;0;;;;
GreatBrit.;Coalexisting;2055-2060;0;;;;
Croatia;Coalexisting;2020-2025;210;;;;
Croatia;Coalexisting;2025-2030;129.2307692;;;;
Croatia;Coalexisting;2030-2035;86.82692308;;;;
Croatia;Coalexisting;2035-2040;60.57692308;;;;
Croatia;Coalexisting;2040-2045;42;;;;
Croatia;Coalexisting;2045-2050;10.5;;;;
Croatia;Coalexisting;2050-2055;0;;;;
Croatia;Coalexisting;2055-2060;0;;;;
Hungary;Coalexisting;2020-2025;60;;;;
Hungary;Coalexisting;2025-2030;36.92307692;;;;
Hungary;Coalexisting;2030-2035;24.80769231;;;;
Hungary;Coalexisting;2035-2040;17.30769231;;;;
Hungary;Coalexisting;2040-2045;12;;;;
Hungary;Coalexisting;2045-2050;3;;;;
Hungary;Coalexisting;2050-2055;0;;;;
Hungary;Coalexisting;2055-2060;0;;;;
Ireland;Coalexisting;2020-2025;915;;;;
Ireland;Coalexisting;2025-2030;563.0769231;;;;
Ireland;Coalexisting;2030-2035;378.3173077;;;;
Ireland;Coalexisting;2035-2040;263.9423077;;;;
Ireland;Coalexisting;2040-2045;183;;;;
Ireland;Coalexisting;2045-2050;45.75;;;;
Ireland;Coalexisting;2050-2055;0;;;;
Ireland;Coalexisting;2055-2060;0;;;;
Italy;Coalexisting;2020-2025;4826;;;;
Italy;Coalexisting;2025-2030;2969.846154;;;;
Italy;Coalexisting;2030-2035;1995.365385;;;;
Italy;Coalexisting;2035-2040;1392.115385;;;;
Italy;Coalexisting;2040-2045;965.2;;;;
Italy;Coalexisting;2045-2050;241.3;;;;
Italy;Coalexisting;2050-2055;0;;;;
Italy;Coalexisting;2055-2060;0;;;;
Latvia;Coalexisting;2020-2025;0;;;;
Latvia;Coalexisting;2025-2030;0;;;;
Latvia;Coalexisting;2030-2035;0;;;;
Latvia;Coalexisting;2035-2040;0;;;;
Latvia;Coalexisting;2040-2045;0;;;;
Latvia;Coalexisting;2045-2050;0;;;;
Latvia;Coalexisting;2050-2055;0;;;;
Latvia;Coalexisting;2055-2060;0;;;;
Netherlands;Coalexisting;2020-2025;3500;;;;
Netherlands;Coalexisting;2025-2030;2153.846154;;;;
Netherlands;Coalexisting;2030-2035;1447.115385;;;;
Netherlands;Coalexisting;2035-2040;1009.615385;;;;
Netherlands;Coalexisting;2040-2045;700;;;;
Netherlands;Coalexisting;2045-2050;175;;;;
Netherlands;Coalexisting;2050-2055;0;;;;
Netherlands;Coalexisting;2055-2060;0;;;;
Poland;Coalexisting;2020-2025;19682.6;;;;
Poland;Coalexisting;2025-2030;12112.36923;;;;
Poland;Coalexisting;2030-2035;8137.998077;;;;
Poland;Coalexisting;2035-2040;5677.673077;;;;
Poland;Coalexisting;2040-2045;3936.52;;;;
Poland;Coalexisting;2045-2050;984.13;;;;
Poland;Coalexisting;2050-2055;0;;;;
Poland;Coalexisting;2055-2060;0;;;;
Portugal;Coalexisting;2020-2025;0;;;;
Portugal;Coalexisting;2025-2030;0;;;;
Portugal;Coalexisting;2030-2035;0;;;;
Portugal;Coalexisting;2035-2040;0;;;;
Portugal;Coalexisting;2040-2045;0;;;;
Portugal;Coalexisting;2045-2050;0;;;;
Portugal;Coalexisting;2050-2055;0;;;;
Portugal;Coalexisting;2055-2060;0;;;;
Romania;Coalexisting;2020-2025;210;;;;
Romania;Coalexisting;2025-2030;129.2307692;;;;
Romania;Coalexisting;2030-2035;86.82692308;;;;
Romania;Coalexisting;2035-2040;60.57692308;;;;
Romania;Coalexisting;2040-2045;42;;;;
Romania;Coalexisting;2045-2050;10.5;;;;
Romania;Coalexisting;2050-2055;0;;;;
Romania;Coalexisting;2055-2060;0;;;;
Sweden;Coalexisting;2020-2025;0;;;;
Sweden;Coalexisting;2025-2030;0;;;;
Sweden;Coalexisting;2030-2035;0;;;;
Sweden;Coalexisting;2035-2040;0;;;;
Sweden;Coalexisting;2040-2045;0;;;;
Sweden;Coalexisting;2045-2050;0;;;;
Sweden;Coalexisting;2050-2055;0;;;;
Sweden;Coalexisting;2055-2060;0;;;;
Slovenia;Coalexisting;2020-2025;124;;;;
Slovenia;Coalexisting;2025-2030;76.30769231;;;;
Slovenia;Coalexisting;2030-2035;51.26923077;;;;
Slovenia;Coalexisting;2035-2040;35.76923077;;;;
Slovenia;Coalexisting;2040-2045;24.8;;;;
Slovenia;Coalexisting;2045-2050;6.2;;;;
Slovenia;Coalexisting;2050-2055;0;;;;
Slovenia;Coalexisting;2055-2060;0;;;;
Slovakia;Coalexisting;2020-2025;549;;;;
Slovakia;Coalexisting;2025-2030;337.8461538;;;;
Slovakia;Coalexisting;2030-2035;226.9903846;;;;
Slovakia;Coalexisting;2035-2040;158.3653846;;;;
Slovakia;Coalexisting;2040-2045;109.8;;;;
Slovakia;Coalexisting;2045-2050;27.45;;;;
Slovakia;Coalexisting;2050-2055;0;;;;
Slovakia;Coalexisting;2055-2060;0;;;;
Austria;Coal;2020-2025;0.001120889;;;;
Austria;Coal;2025-2030;0.001651211;;;;
Austria;Coal;2030-2035;0.001676241;;;;
Austria;Coal;2035-2040;0.001687492;;;;
Austria;Coal;2040-2045;0.001691421;;;;
Austria;Coal;2045-2050;0.001753445;;;;
Austria;Coal;2050-2055;0.001753878;;;;
Austria;Coal;2055-2060;0.001768203;;;;
