Node;GeneratorType;Period;genInstalledCap_MW;;;;
Serbia;Hydrorun-of-the-river;2055-2060;3530.499998;;;;
Slovakia;Hydrorun-of-the-river;2020-2025;1418.584889;;;;
Slovakia;Hydrorun-of-the-river;2025-2030;1499.999996;;;;
Slovakia;Hydrorun-of-the-river;2030-2035;1499.999996;;;;
Slovakia;Hydrorun-of-the-river;2035-2040;1499.999997;;;;
Slovakia;Hydrorun-of-the-river;2040-2045;1499.999997;;;;
Slovakia;Hydrorun-of-the-river;2045-2050;1499.999997;;;;
Slovakia;Hydrorun-of-the-river;2050-2055;1499.999997;;;;
Slovakia;Hydrorun-of-the-river;2055-2060;1499.999997;;;;
BosniaH;Hydrorun-of-the-river;2020-2025;291;;;;
BosniaH;Hydrorun-of-the-river;2025-2030;291;;;;
BosniaH;Hydrorun-of-the-river;2030-2035;291;;;;
BosniaH;Hydrorun-of-the-river;2035-2040;291;;;;
BosniaH;Hydrorun-of-the-river;2040-2045;291;;;;
BosniaH;Hydrorun-of-the-river;2045-2050;291;;;;
BosniaH;Hydrorun-of-the-river;2050-2055;291;;;;
BosniaH;Hydrorun-of-the-river;2055-2060;291;;;;
NO1;Bioexisting;2020-2025;7.8;;;;
NO1;Bioexisting;2025-2030;5.571428571;;;;
NO1;Bioexisting;2030-2035;4.457142857;;;;
NO1;Bioexisting;2035-2040;3.342857143;;;;
NO1;Bioexisting;2040-2045;2.228571429;;;;
NO1;Bioexisting;2045-2050;1.114285714;;;;
NO1;Bioexisting;2050-2055;0;;;;
NO1;Bioexisting;2055-2060;0;;;;
NO2;Bioexisting;2020-2025;19.8;;;;
NO2;Bioexisting;2025-2030;14.14285714;;;;
NO2;Bioexisting;2030-2035;11.31428571;;;;
NO2;Bioexisting;2035-2040;8.485714286;;;;
NO2;Bioexisting;2040-2045;5.657142857;;;;
NO2;Bioexisting;2045-2050;2.828571429;;;;
NO2;Bioexisting;2050-2055;0;;;;
NO2;Bioexisting;2055-2060;0;;;;
NO3;Bioexisting;2020-2025;9;;;;
NO3;Bioexisting;2025-2030;6.428571429;;;;
NO3;Bioexisting;2030-2035;5.142857143;;;;
NO3;Bioexisting;2035-2040;3.857142857;;;;
NO3;Bioexisting;2040-2045;2.571428571;;;;
NO3;Bioexisting;2045-2050;1.285714286;;;;
NO3;Bioexisting;2050-2055;0;;;;
NO3;Bioexisting;2055-2060;0;;;;
NO4;Bioexisting;2020-2025;10.8;;;;
NO4;Bioexisting;2025-2030;7.714285714;;;;
NO4;Bioexisting;2030-2035;6.171428571;;;;
NO4;Bioexisting;2035-2040;4.628571429;;;;
NO4;Bioexisting;2040-2045;3.085714286;;;;
NO4;Bioexisting;2045-2050;1.542857143;;;;
NO4;Bioexisting;2050-2055;0;;;;
NO4;Bioexisting;2055-2060;0;;;;
NO5;Bioexisting;2020-2025;12.6;;;;
NO5;Bioexisting;2025-2030;9;;;;
NO5;Bioexisting;2030-2035;7.2;;;;
NO5;Bioexisting;2035-2040;5.4;;;;
NO5;Bioexisting;2040-2045;3.6;;;;
NO5;Bioexisting;2045-2050;1.8;;;;
NO5;Bioexisting;2050-2055;0;;;;
NO5;Bioexisting;2055-2060;0;;;;
MorayFirth;Windoffshoregrounded;2020-2025;588.0000003;;;;
MorayFirth;Windoffshoregrounded;2025-2030;588.0000008;;;;
MorayFirth;Windoffshoregrounded;2030-2035;588.0000011;;;;
MorayFirth;Windoffshoregrounded;2035-2040;588.0000069;;;;
MorayFirth;Windoffshoregrounded;2040-2045;588.0000239;;;;
MorayFirth;Windoffshoregrounded;2045-2050;1049.999999;;;;
MorayFirth;Windoffshoregrounded;2050-2055;1049.999992;;;;
MorayFirth;Windoffshoregrounded;2055-2060;1049.999998;;;;
FirthofForth;Windoffshoregrounded;2020-2025;93.20000003;;;;
FirthofForth;Windoffshoregrounded;2025-2030;93.2000001;;;;
FirthofForth;Windoffshoregrounded;2030-2035;93.20000024;;;;
FirthofForth;Windoffshoregrounded;2035-2040;93.20000051;;;;
FirthofForth;Windoffshoregrounded;2040-2045;93.2000008;;;;
FirthofForth;Windoffshoregrounded;2045-2050;93.20000149;;;;
FirthofForth;Windoffshoregrounded;2050-2055;0.004116801;;;;
FirthofForth;Windoffshoregrounded;2055-2060;0.004128985;;;;
DoggerBank;Windoffshoregrounded;2020-2025;0.000434;;;;
DoggerBank;Windoffshoregrounded;2025-2030;0.016282004;;;;
DoggerBank;Windoffshoregrounded;2030-2035;6173.285154;;;;
DoggerBank;Windoffshoregrounded;2035-2040;6173.285162;;;;
DoggerBank;Windoffshoregrounded;2040-2045;6173.285167;;;;
DoggerBank;Windoffshoregrounded;2045-2050;6173.285174;;;;
DoggerBank;Windoffshoregrounded;2050-2055;6173.284758;;;;
DoggerBank;Windoffshoregrounded;2055-2060;6173.285185;;;;
Hornsea;Windoffshoregrounded;2020-2025;1218.000002;;;;
Hornsea;Windoffshoregrounded;2025-2030;1218.000004;;;;
Hornsea;Windoffshoregrounded;2030-2035;3574.774765;;;;
Hornsea;Windoffshoregrounded;2035-2040;3574.774764;;;;
Hornsea;Windoffshoregrounded;2040-2045;3574.774766;;;;
Hornsea;Windoffshoregrounded;2045-2050;3574.774769;;;;
Hornsea;Windoffshoregrounded;2050-2055;3574.774765;;;;
Hornsea;Windoffshoregrounded;2055-2060;3574.77477;;;;
OuterDowsing;Windoffshoregrounded;2020-2025;2185.5;;;;
OuterDowsing;Windoffshoregrounded;2025-2030;2185.5;;;;
OuterDowsing;Windoffshoregrounded;2030-2035;2185.5;;;;
OuterDowsing;Windoffshoregrounded;2035-2040;2185.5;;;;
OuterDowsing;Windoffshoregrounded;2040-2045;2185.5;;;;
OuterDowsing;Windoffshoregrounded;2045-2050;2185.5;;;;
OuterDowsing;Windoffshoregrounded;2050-2055;0.023063878;;;;
OuterDowsing;Windoffshoregrounded;2055-2060;0.023075608;;;;
Norfolk;Windoffshoregrounded;2020-2025;60.00000004;;;;
Norfolk;Windoffshoregrounded;2025-2030;60.00000033;;;;
Norfolk;Windoffshoregrounded;2030-2035;1259.999993;;;;
Norfolk;Windoffshoregrounded;2035-2040;1259.999993;;;;
Norfolk;Windoffshoregrounded;2040-2045;1259.999994;;;;
Norfolk;Windoffshoregrounded;2045-2050;1259.999998;;;;
Norfolk;Windoffshoregrounded;2050-2055;1259.999996;;;;
Norfolk;Windoffshoregrounded;2055-2060;1259.999998;;;;
EastAnglia;Windoffshoregrounded;2020-2025;2812.300001;;;;
EastAnglia;Windoffshoregrounded;2025-2030;2812.300003;;;;
EastAnglia;Windoffshoregrounded;2030-2035;2812.300006;;;;
EastAnglia;Windoffshoregrounded;2035-2040;2812.300006;;;;
EastAnglia;Windoffshoregrounded;2040-2045;2812.300019;;;;
EastAnglia;Windoffshoregrounded;2045-2050;5039.998758;;;;
EastAnglia;Windoffshoregrounded;2050-2055;3937.054214;;;;
EastAnglia;Windoffshoregrounded;2055-2060;4910.021653;;;;
Borssele;Windoffshoregrounded;2020-2025;3739.3;;;;
Borssele;Windoffshoregrounded;2025-2030;3739.3;;;;
Borssele;Windoffshoregrounded;2030-2035;3739.3;;;;
Borssele;Windoffshoregrounded;2035-2040;3739.3;;;;
Borssele;Windoffshoregrounded;2040-2045;3739.3;;;;
Borssele;Windoffshoregrounded;2045-2050;3739.3;;;;
Borssele;Windoffshoregrounded;2050-2055;1919.999998;;;;
Borssele;Windoffshoregrounded;2055-2060;1919.999999;;;;
HollandseeKust;Windoffshoregrounded;2020-2025;357.0000003;;;;
HollandseeKust;Windoffshoregrounded;2025-2030;1202.877696;;;;
HollandseeKust;Windoffshoregrounded;2030-2035;1202.877697;;;;
HollandseeKust;Windoffshoregrounded;2035-2040;1202.877697;;;;
HollandseeKust;Windoffshoregrounded;2040-2045;1202.877697;;;;
HollandseeKust;Windoffshoregrounded;2045-2050;1202.877697;;;;
HollandseeKust;Windoffshoregrounded;2050-2055;1202.877697;;;;
HollandseeKust;Windoffshoregrounded;2055-2060;1202.877694;;;;
HelgolanderBucht;Windoffshoregrounded;2020-2025;7166;;;;
HelgolanderBucht;Windoffshoregrounded;2025-2030;7166;;;;
HelgolanderBucht;Windoffshoregrounded;2030-2035;7166;;;;
HelgolanderBucht;Windoffshoregrounded;2035-2040;7166;;;;
HelgolanderBucht;Windoffshoregrounded;2040-2045;7166;;;;
HelgolanderBucht;Windoffshoregrounded;2045-2050;7166;;;;
HelgolanderBucht;Windoffshoregrounded;2050-2055;699.9999997;;;;
HelgolanderBucht;Windoffshoregrounded;2055-2060;699.9999998;;;;
Nordsoen;Windoffshoregrounded;2020-2025;1120.000002;;;;
Nordsoen;Windoffshoregrounded;2025-2030;4199.999926;;;;
Nordsoen;Windoffshoregrounded;2030-2035;4199.999982;;;;
Nordsoen;Windoffshoregrounded;2035-2040;4199.999988;;;;
Nordsoen;Windoffshoregrounded;2040-2045;4199.999991;;;;
Nordsoen;Windoffshoregrounded;2045-2050;4199.999992;;;;
Nordsoen;Windoffshoregrounded;2050-2055;4199.999973;;;;
Nordsoen;Windoffshoregrounded;2055-2060;4199.999977;;;;
UtsiraNord;Windoffshoregrounded;2020-2025;0;;;;
UtsiraNord;Windoffshoregrounded;2025-2030;0;;;;
UtsiraNord;Windoffshoregrounded;2030-2035;0;;;;
UtsiraNord;Windoffshoregrounded;2035-2040;0;;;;
UtsiraNord;Windoffshoregrounded;2040-2045;0;;;;
UtsiraNord;Windoffshoregrounded;2045-2050;0;;;;
UtsiraNord;Windoffshoregrounded;2050-2055;0;;;;
UtsiraNord;Windoffshoregrounded;2055-2060;0;;;;
SorligeNordsjoI;Windoffshoregrounded;2020-2025;0.000297144;;;;
SorligeNordsjoI;Windoffshoregrounded;2025-2030;0.003455224;;;;
SorligeNordsjoI;Windoffshoregrounded;2030-2035;1049.999999;;;;
SorligeNordsjoI;Windoffshoregrounded;2035-2040;1049.999999;;;;
SorligeNordsjoI;Windoffshoregrounded;2040-2045;1049.999999;;;;
SorligeNordsjoI;Windoffshoregrounded;2045-2050;1050;;;;
SorligeNordsjoI;Windoffshoregrounded;2050-2055;1049.99972;;;;
SorligeNordsjoI;Windoffshoregrounded;2055-2060;1049.999997;;;;
SorligeNordsjoII;Windoffshoregrounded;2020-2025;0.00033347;;;;
SorligeNordsjoII;Windoffshoregrounded;2025-2030;5.89084061;;;;
SorligeNordsjoII;Windoffshoregrounded;2030-2035;2099.999998;;;;
SorligeNordsjoII;Windoffshoregrounded;2035-2040;2099.999999;;;;
SorligeNordsjoII;Windoffshoregrounded;2040-2045;2099.999999;;;;
SorligeNordsjoII;Windoffshoregrounded;2045-2050;2099.999999;;;;
SorligeNordsjoII;Windoffshoregrounded;2050-2055;2099.999988;;;;
SorligeNordsjoII;Windoffshoregrounded;2055-2060;2099.999983;;;;
Belgium;Windoffshorefloating;2020-2025;0;;;;
Belgium;Windoffshorefloating;2025-2030;0;;;;
Belgium;Windoffshorefloating;2030-2035;0;;;;
Belgium;Windoffshorefloating;2035-2040;0;;;;
Belgium;Windoffshorefloating;2040-2045;0;;;;
Belgium;Windoffshorefloating;2045-2050;0;;;;
Belgium;Windoffshorefloating;2050-2055;0;;;;
Belgium;Windoffshorefloating;2055-2060;0;;;;
Germany;Windoffshorefloating;2020-2025;1.81E-05;;;;
Germany;Windoffshorefloating;2025-2030;2.29E-05;;;;
Germany;Windoffshorefloating;2030-2035;7.92E-05;;;;
Germany;Windoffshorefloating;2035-2040;0.000112007;;;;
Germany;Windoffshorefloating;2040-2045;0.000177873;;;;
Germany;Windoffshorefloating;2045-2050;0.000247843;;;;
Germany;Windoffshorefloating;2050-2055;0.000376675;;;;
Germany;Windoffshorefloating;2055-2060;0.000398269;;;;
Denmark;Windoffshorefloating;2020-2025;4.00E-05;;;;
Denmark;Windoffshorefloating;2025-2030;6.02E-05;;;;
Denmark;Windoffshorefloating;2030-2035;0.000252985;;;;
Denmark;Windoffshorefloating;2035-2040;0.000282451;;;;
Denmark;Windoffshorefloating;2040-2045;0.000497359;;;;
Denmark;Windoffshorefloating;2045-2050;0.000640238;;;;
Denmark;Windoffshorefloating;2050-2055;0.000902332;;;;
Denmark;Windoffshorefloating;2055-2060;0.000947801;;;;
Finland;Windoffshorefloating;2020-2025;3.30E-05;;;;
Finland;Windoffshorefloating;2025-2030;4.51E-05;;;;
Finland;Windoffshorefloating;2030-2035;0.000202956;;;;
Finland;Windoffshorefloating;2035-2040;0.00021549;;;;
Finland;Windoffshorefloating;2040-2045;0.000391689;;;;
Finland;Windoffshorefloating;2045-2050;0.000492039;;;;
Finland;Windoffshorefloating;2050-2055;0.000775043;;;;
Finland;Windoffshorefloating;2055-2060;0.000794329;;;;
Spain;Windoffshorefloating;2020-2025;0;;;;
Spain;Windoffshorefloating;2025-2030;0;;;;
Spain;Windoffshorefloating;2030-2035;0;;;;
Spain;Windoffshorefloating;2035-2040;0;;;;
Spain;Windoffshorefloating;2040-2045;0;;;;
Spain;Windoffshorefloating;2045-2050;0;;;;
Spain;Windoffshorefloating;2050-2055;0;;;;
Spain;Windoffshorefloating;2055-2060;0;;;;
France;Windoffshorefloating;2020-2025;3.61E-05;;;;
France;Windoffshorefloating;2025-2030;4.94E-05;;;;
France;Windoffshorefloating;2030-2035;0.000313888;;;;
France;Windoffshorefloating;2035-2040;0.000315877;;;;
France;Windoffshorefloating;2040-2045;0.000889217;;;;
France;Windoffshorefloating;2045-2050;0.001134703;;;;
France;Windoffshorefloating;2050-2055;0.00272717;;;;
France;Windoffshorefloating;2055-2060;0.003213175;;;;
GreatBrit.;Windoffshorefloating;2020-2025;3.14E-05;;;;
GreatBrit.;Windoffshorefloating;2025-2030;4.16E-05;;;;
GreatBrit.;Windoffshorefloating;2030-2035;0.000199306;;;;
GreatBrit.;Windoffshorefloating;2035-2040;0.000199891;;;;
GreatBrit.;Windoffshorefloating;2040-2045;0.000364639;;;;
GreatBrit.;Windoffshorefloating;2045-2050;0.000445832;;;;
GreatBrit.;Windoffshorefloating;2050-2055;0.000637139;;;;
GreatBrit.;Windoffshorefloating;2055-2060;0.000841067;;;;
Ireland;Windoffshorefloating;2020-2025;2.98E-05;;;;
Ireland;Windoffshorefloating;2025-2030;3.79E-05;;;;
Ireland;Windoffshorefloating;2030-2035;0.000151809;;;;
Ireland;Windoffshorefloating;2035-2040;0.000158076;;;;
Ireland;Windoffshorefloating;2040-2045;0.000324702;;;;
Ireland;Windoffshorefloating;2045-2050;0.000415319;;;;
Ireland;Windoffshorefloating;2050-2055;0.000583206;;;;
Ireland;Windoffshorefloating;2055-2060;0.000705584;;;;
Netherlands;Windoffshorefloating;2020-2025;1.11E-05;;;;
Netherlands;Windoffshorefloating;2025-2030;1.54E-05;;;;
Netherlands;Windoffshorefloating;2030-2035;6.63E-05;;;;
Netherlands;Windoffshorefloating;2035-2040;7.07E-05;;;;
Netherlands;Windoffshorefloating;2040-2045;0.000158702;;;;
Netherlands;Windoffshorefloating;2045-2050;0.000198017;;;;
Netherlands;Windoffshorefloating;2050-2055;0.000265001;;;;
Netherlands;Windoffshorefloating;2055-2060;0.00034102;;;;
Sweden;Windoffshorefloating;2020-2025;3.56E-05;;;;
Sweden;Windoffshorefloating;2025-2030;5.97E-05;;;;
Sweden;Windoffshorefloating;2030-2035;0.000375757;;;;
Sweden;Windoffshorefloating;2035-2040;0.00037746;;;;
Sweden;Windoffshorefloating;2040-2045;0.000862827;;;;
Sweden;Windoffshorefloating;2045-2050;0.001119107;;;;
Sweden;Windoffshorefloating;2050-2055;0.001608435;;;;
Sweden;Windoffshorefloating;2055-2060;0.001585156;;;;
NO2;Windoffshorefloating;2020-2025;4.07E-05;;;;
NO2;Windoffshorefloating;2025-2030;5.97E-05;;;;
NO2;Windoffshorefloating;2030-2035;0.000314673;;;;
NO2;Windoffshorefloating;2035-2040;0.00031603;;;;
NO2;Windoffshorefloating;2040-2045;0.000533503;;;;
NO2;Windoffshorefloating;2045-2050;0.000853351;;;;
NO2;Windoffshorefloating;2050-2055;0.000878721;;;;
NO2;Windoffshorefloating;2055-2060;0.00144126;;;;
NO3;Windoffshorefloating;2020-2025;4.12E-05;;;;
NO3;Windoffshorefloating;2025-2030;6.18E-05;;;;
NO3;Windoffshorefloating;2030-2035;0.00034882;;;;
NO3;Windoffshorefloating;2035-2040;0.000354067;;;;
NO3;Windoffshorefloating;2040-2045;0.000597724;;;;
NO3;Windoffshorefloating;2045-2050;0.001060766;;;;
NO3;Windoffshorefloating;2050-2055;0.001595185;;;;
NO3;Windoffshorefloating;2055-2060;0.001933829;;;;
NO4;Windoffshorefloating;2020-2025;4.08E-05;;;;
NO4;Windoffshorefloating;2025-2030;6.13E-05;;;;
NO4;Windoffshorefloating;2030-2035;0.00037126;;;;
NO4;Windoffshorefloating;2035-2040;0.000377749;;;;
NO4;Windoffshorefloating;2040-2045;0.000662716;;;;
NO4;Windoffshorefloating;2045-2050;0.001064816;;;;
NO4;Windoffshorefloating;2050-2055;0.001595867;;;;
NO4;Windoffshorefloating;2055-2060;0.001889014;;;;
NO5;Windoffshorefloating;2020-2025;4.10E-05;;;;
NO5;Windoffshorefloating;2025-2030;6.23E-05;;;;
NO5;Windoffshorefloating;2030-2035;0.000370617;;;;
NO5;Windoffshorefloating;2035-2040;0.000373097;;;;
NO5;Windoffshorefloating;2040-2045;0.000609651;;;;
NO5;Windoffshorefloating;2045-2050;0.001085429;;;;
NO5;Windoffshorefloating;2050-2055;0.001176508;;;;
NO5;Windoffshorefloating;2055-2060;0.001449679;;;;
MorayFirth;Windoffshorefloating;2020-2025;3.50E-05;;;;
MorayFirth;Windoffshorefloating;2025-2030;4.39E-05;;;;
MorayFirth;Windoffshorefloating;2030-2035;0.000167487;;;;
MorayFirth;Windoffshorefloating;2035-2040;0.000171377;;;;
MorayFirth;Windoffshorefloating;2040-2045;0.000403592;;;;
MorayFirth;Windoffshorefloating;2045-2050;0.000661233;;;;
MorayFirth;Windoffshorefloating;2050-2055;0.000922872;;;;
MorayFirth;Windoffshorefloating;2055-2060;0.001025314;;;;
FirthofForth;Windoffshorefloating;2020-2025;30.00000001;;;;
FirthofForth;Windoffshorefloating;2025-2030;30.00000006;;;;
FirthofForth;Windoffshorefloating;2030-2035;30.00000057;;;;
FirthofForth;Windoffshorefloating;2035-2040;30.0000006;;;;
FirthofForth;Windoffshorefloating;2040-2045;30.00000073;;;;
FirthofForth;Windoffshorefloating;2045-2050;30.0000009;;;;
FirthofForth;Windoffshorefloating;2050-2055;0.000701029;;;;
FirthofForth;Windoffshorefloating;2055-2060;0.000812134;;;;
DoggerBank;Windoffshorefloating;2020-2025;4.70E-05;;;;
DoggerBank;Windoffshorefloating;2025-2030;6.18E-05;;;;
DoggerBank;Windoffshorefloating;2030-2035;0.000385565;;;;
DoggerBank;Windoffshorefloating;2035-2040;0.000386966;;;;
DoggerBank;Windoffshorefloating;2040-2045;0.000864009;;;;
DoggerBank;Windoffshorefloating;2045-2050;0.001048466;;;;
DoggerBank;Windoffshorefloating;2050-2055;0.00100255;;;;
DoggerBank;Windoffshorefloating;2055-2060;0.002208787;;;;
Hornsea;Windoffshorefloating;2020-2025;3.29E-05;;;;
Hornsea;Windoffshorefloating;2025-2030;4.62E-05;;;;
Hornsea;Windoffshorefloating;2030-2035;0.000224415;;;;
Hornsea;Windoffshorefloating;2035-2040;0.000224521;;;;
Hornsea;Windoffshorefloating;2040-2045;0.000521724;;;;
Hornsea;Windoffshorefloating;2045-2050;0.000697518;;;;
Hornsea;Windoffshorefloating;2050-2055;0.000966523;;;;
Hornsea;Windoffshorefloating;2055-2060;0.001503989;;;;
OuterDowsing;Windoffshorefloating;2020-2025;3.53E-05;;;;
OuterDowsing;Windoffshorefloating;2025-2030;4.62E-05;;;;
OuterDowsing;Windoffshorefloating;2030-2035;0.00019609;;;;
OuterDowsing;Windoffshorefloating;2035-2040;0.000196261;;;;
OuterDowsing;Windoffshorefloating;2040-2045;0.000385106;;;;
OuterDowsing;Windoffshorefloating;2045-2050;0.00045286;;;;
OuterDowsing;Windoffshorefloating;2050-2055;0.000758179;;;;
OuterDowsing;Windoffshorefloating;2055-2060;0.000900721;;;;
Norfolk;Windoffshorefloating;2020-2025;3.33E-05;;;;
Norfolk;Windoffshorefloating;2025-2030;4.88E-05;;;;
Norfolk;Windoffshorefloating;2030-2035;0.000223959;;;;
Norfolk;Windoffshorefloating;2035-2040;0.000224035;;;;
Norfolk;Windoffshorefloating;2040-2045;0.000510358;;;;
Norfolk;Windoffshorefloating;2045-2050;0.000697398;;;;
Norfolk;Windoffshorefloating;2050-2055;0.000966794;;;;
Norfolk;Windoffshorefloating;2055-2060;0.001180813;;;;
EastAnglia;Windoffshorefloating;2020-2025;4.15E-05;;;;
EastAnglia;Windoffshorefloating;2025-2030;5.63E-05;;;;
EastAnglia;Windoffshorefloating;2030-2035;0.000293082;;;;
EastAnglia;Windoffshorefloating;2035-2040;0.00029319;;;;
EastAnglia;Windoffshorefloating;2040-2045;0.00059682;;;;
EastAnglia;Windoffshorefloating;2045-2050;0.000730962;;;;
EastAnglia;Windoffshorefloating;2050-2055;0.001009458;;;;
EastAnglia;Windoffshorefloating;2055-2060;0.001261147;;;;
Borssele;Windoffshorefloating;2020-2025;3.23E-05;;;;
Borssele;Windoffshorefloating;2025-2030;4.70E-05;;;;
Borssele;Windoffshorefloating;2030-2035;0.000946544;;;;
Borssele;Windoffshorefloating;2035-2040;0.000946648;;;;
Borssele;Windoffshorefloating;2040-2045;479.9999992;;;;
Borssele;Windoffshorefloating;2045-2050;479.9999993;;;;
Borssele;Windoffshorefloating;2050-2055;479.9999988;;;;
Borssele;Windoffshorefloating;2055-2060;479.9999996;;;;
HollandseeKust;Windoffshorefloating;2020-2025;2.99E-05;;;;
HollandseeKust;Windoffshorefloating;2025-2030;4.09E-05;;;;
HollandseeKust;Windoffshorefloating;2030-2035;0.001741647;;;;
HollandseeKust;Windoffshorefloating;2035-2040;0.001741841;;;;
HollandseeKust;Windoffshorefloating;2040-2045;317.1223019;;;;
HollandseeKust;Windoffshorefloating;2045-2050;317.122302;;;;
HollandseeKust;Windoffshorefloating;2050-2055;317.1223018;;;;
HollandseeKust;Windoffshorefloating;2055-2060;317.122299;;;;
HelgolanderBucht;Windoffshorefloating;2020-2025;3.18E-05;;;;
HelgolanderBucht;Windoffshorefloating;2025-2030;4.25E-05;;;;
HelgolanderBucht;Windoffshorefloating;2030-2035;299.9999986;;;;
HelgolanderBucht;Windoffshorefloating;2035-2040;299.9999984;;;;
HelgolanderBucht;Windoffshorefloating;2040-2045;299.9999996;;;;
HelgolanderBucht;Windoffshorefloating;2045-2050;299.9999998;;;;
HelgolanderBucht;Windoffshorefloating;2050-2055;299.9999998;;;;
HelgolanderBucht;Windoffshorefloating;2055-2060;299.9999997;;;;
Nordsoen;Windoffshorefloating;2020-2025;4.54E-05;;;;
Nordsoen;Windoffshorefloating;2025-2030;6.30E-05;;;;
Nordsoen;Windoffshorefloating;2030-2035;0.000835312;;;;
Nordsoen;Windoffshorefloating;2035-2040;0.001091158;;;;
Nordsoen;Windoffshorefloating;2040-2045;0.001614668;;;;
Nordsoen;Windoffshorefloating;2045-2050;0.00161534;;;;
Nordsoen;Windoffshorefloating;2050-2055;0.00157356;;;;
Nordsoen;Windoffshorefloating;2055-2060;0.002195827;;;;
UtsiraNord;Windoffshorefloating;2020-2025;3.92E-05;;;;
UtsiraNord;Windoffshorefloating;2025-2030;5.28E-05;;;;
UtsiraNord;Windoffshorefloating;2030-2035;0.000235162;;;;
UtsiraNord;Windoffshorefloating;2035-2040;0.00025056;;;;
UtsiraNord;Windoffshorefloating;2040-2045;0.000356898;;;;
UtsiraNord;Windoffshorefloating;2045-2050;0.000531681;;;;
UtsiraNord;Windoffshorefloating;2050-2055;0.000537621;;;;
UtsiraNord;Windoffshorefloating;2055-2060;0.000868061;;;;
SorligeNordsjoI;Windoffshorefloating;2020-2025;3.49E-05;;;;
SorligeNordsjoI;Windoffshorefloating;2025-2030;4.70E-05;;;;
SorligeNordsjoI;Windoffshorefloating;2030-2035;0.000326785;;;;
SorligeNordsjoI;Windoffshorefloating;2035-2040;0.000328854;;;;
SorligeNordsjoI;Windoffshorefloating;2040-2045;0.000628903;;;;
SorligeNordsjoI;Windoffshorefloating;2045-2050;0.000686003;;;;
SorligeNordsjoI;Windoffshorefloating;2050-2055;0.000663292;;;;
SorligeNordsjoI;Windoffshorefloating;2055-2060;0.001057902;;;;
SorligeNordsjoII;Windoffshorefloating;2020-2025;4.20E-05;;;;
SorligeNordsjoII;Windoffshorefloating;2025-2030;5.64E-05;;;;
SorligeNordsjoII;Windoffshorefloating;2030-2035;0.000546008;;;;
SorligeNordsjoII;Windoffshorefloating;2035-2040;0.000548206;;;;
SorligeNordsjoII;Windoffshorefloating;2040-2045;0.001154985;;;;
SorligeNordsjoII;Windoffshorefloating;2045-2050;0.001155273;;;;
SorligeNordsjoII;Windoffshorefloating;2050-2055;0.001115181;;;;
SorligeNordsjoII;Windoffshorefloating;2055-2060;0.001661909;;;;
Germany;Coalscexisting;2020-2025;2810;;;;
Germany;Coalscexisting;2025-2030;1729.230769;;;;
Germany;Coalscexisting;2030-2035;1161.826923;;;;
Germany;Coalscexisting;2035-2040;810.5769231;;;;
Germany;Coalscexisting;2040-2045;562;;;;
Germany;Coalscexisting;2045-2050;140.5;;;;
Germany;Coalscexisting;2050-2055;0;;;;
Germany;Coalscexisting;2055-2060;0;;;;
Netherlands;Coalscexisting;2020-2025;652;;;;
Netherlands;Coalscexisting;2025-2030;401.2307692;;;;
Netherlands;Coalscexisting;2030-2035;269.5769231;;;;
Netherlands;Coalscexisting;2035-2040;188.0769231;;;;
Netherlands;Coalscexisting;2040-2045;130.4;;;;
Netherlands;Coalscexisting;2045-2050;32.6;;;;
Netherlands;Coalscexisting;2050-2055;0;;;;
Netherlands;Coalscexisting;2055-2060;0;;;;
Italy;Coalscexisting;2020-2025;1980;;;;
Italy;Coalscexisting;2025-2030;1218.461538;;;;
Italy;Coalscexisting;2030-2035;818.6538462;;;;
Italy;Coalscexisting;2035-2040;571.1538462;;;;
Italy;Coalscexisting;2040-2045;396;;;;
Italy;Coalscexisting;2045-2050;99;;;;
Italy;Coalscexisting;2050-2055;0;;;;
Italy;Coalscexisting;2055-2060;0;;;;
Denmark;Coalscexisting;2020-2025;407;;;;
Denmark;Coalscexisting;2025-2030;250.4615385;;;;
Denmark;Coalscexisting;2030-2035;168.2788462;;;;
Denmark;Coalscexisting;2035-2040;117.4038462;;;;
Denmark;Coalscexisting;2040-2045;81.4;;;;
Denmark;Coalscexisting;2045-2050;20.35;;;;
Denmark;Coalscexisting;2050-2055;0;;;;
Denmark;Coalscexisting;2055-2060;0;;;;
Poland;Coalscexisting;2020-2025;2445;;;;
Poland;Coalscexisting;2025-2030;1504.615385;;;;
Poland;Coalscexisting;2030-2035;1010.913462;;;;
Poland;Coalscexisting;2035-2040;705.2884615;;;;
Poland;Coalscexisting;2040-2045;489;;;;
Poland;Coalscexisting;2045-2050;122.25;;;;
Poland;Coalscexisting;2050-2055;0;;;;
Poland;Coalscexisting;2055-2060;0;;;;
Finland;Coalscexisting;2020-2025;614;;;;
Finland;Coalscexisting;2025-2030;377.8461538;;;;
Finland;Coalscexisting;2030-2035;253.8653846;;;;
Finland;Coalscexisting;2035-2040;177.1153846;;;;
Finland;Coalscexisting;2040-2045;122.8;;;;
Finland;Coalscexisting;2045-2050;30.7;;;;
Finland;Coalscexisting;2050-2055;0;;;;
Finland;Coalscexisting;2055-2060;0;;;;
Germany;Coalsc;2020-2025;0.000440659;;;;
Germany;Coalsc;2025-2030;0.0010726;;;;
Germany;Coalsc;2030-2035;0.001080705;;;;
Germany;Coalsc;2035-2040;0.001083326;;;;
